employee,ticket_count,median_time,avg_steps,avg_comments,reopen_rate,first_touch_rate,success_rate,median_time_hours,quality_reopen,quality_success,quality_score,efficiency_score,productivity_score,comm_optimal,communication_score,o_score_raw,o_score,o_score_int
4skr,191,958036.0,4.230366492146596,17.230366492146597,0.041884816753926704,0.15706806282722513,0.900523560209424,266.12111111111113,0.9162303664921466,0.900523560209424,0.9099476439790576,0.23376623376623373,0.3896103896103896,0.0,0.07853403141361257,0.470552118039029,2.4,3
4sks,520,173783.5,2.875,6.601923076923077,0.06346153846153846,0.14423076923076922,0.8903846153846153,48.27319444444444,0.8730769230769231,0.8903846153846153,0.88,0.6666666666666667,0.651082251082251,0.749635780885781,0.44693327505827507,0.6942697718947719,3.5,4
4slh,194,687505.02,3.0618556701030926,6.603092783505154,0.07216494845360824,0.15979381443298968,0.9432989690721649,190.97361666666666,0.8556701030927836,0.9432989690721649,0.8907216494845361,0.36796536796536794,0.4857142857142857,0.7494142455482663,0.454604029990628,0.5918075824519123,3.0,3
4sli,238,105150.401,2.865546218487395,7.718487394957983,0.06302521008403361,0.10504201680672269,0.9495798319327731,29.20844472222222,0.8739495798319328,0.9495798319327731,0.9042016806722689,0.696969696969697,0.5437229437229437,0.5381652661064427,0.32160364145658266,0.6637783295136237,3.3,4
4sog,459,199.51,1.973856209150327,3.1938997821350763,0.0,0.9738562091503268,0.8867102396514162,0.055419444444444445,1.0,0.8867102396514162,0.9546840958605665,0.948051948051948,0.7831168831168831,0.6049052617680069,0.7893807354591669,0.8856519442793953,4.4,5
4soo,19,63731.765,1.368421052631579,5.894736842105263,0.05263157894736842,0.42105263157894735,0.7894736842105263,17.703268055555554,0.8947368421052632,0.7894736842105263,0.8526315789473684,0.7359307359307359,0.43593073593073595,0.8835725677830942,0.6523125996810208,0.7000524037366143,3.5,4
4sop,11,241059.0,3.272727272727273,4.909090909090909,0.09090909090909091,0.8181818181818182,0.5454545454545454,66.96083333333333,0.8181818181818181,0.5454545454545454,0.709090909090909,0.645021645021645,0.10173160173160176,0.9297520661157025,0.8739669421487604,0.6045769382133018,3.0,4
4soq,47,613309.0,1.3829787234042554,8.127659574468085,0.02127659574468085,0.2553191489361702,0.8936170212765957,170.3636111111111,0.9574468085106383,0.8936170212765957,0.9319148936170214,0.4025974025974026,0.5437229437229437,0.46067053513862033,0.3579948420373953,0.6071631205673759,3.0,4
4ssh,111,1209126.0,2.081081081081081,8.36936936936937,0.02702702702702703,0.13513513513513514,0.8468468468468469,335.86833333333334,0.9459459459459459,0.8468468468468469,0.9063063063063064,0.1601731601731602,0.5662337662337662,0.41489216489216496,0.2750136500136501,0.5254999804999805,2.6,3
4z8d4aa.c3,212,283.0,1.0896226415094339,0.8160377358490566,0.0047169811320754715,0.018867924528301886,0.9292452830188679,0.07861111111111112,0.9905660377358491,0.9292452830188679,0.9660377358490566,0.8831168831168831,0.7744588744588745,0.1545526014865638,0.08671026300743284,0.731126255819652,3.7,4
_2hhpqg,120,669663.0,4.25,7.908333333333333,0.03333333333333333,0.5416666666666666,0.9666666666666667,186.0175,0.9333333333333333,0.9666666666666667,0.9466666666666667,0.38528138528138534,0.3212121212121211,0.502209595959596,0.5219381313131313,0.59628373015873,3.0,3
av43.jd4aa.c3,136,295.299,1.0220588235294117,0.7279411764705882,0.0,0.029411764705882353,0.7647058823529411,0.08202749999999999,1.0,0.7647058823529411,0.9058823529411765,0.8744588744588745,0.7125541125541126,0.13786764705882348,0.08363970588235292,0.6949123058314234,3.5,4
d8e1n8vv8d4aa.c3,44,241.09949999999998,1.0454545454545454,0.8181818181818182,0.0,0.022727272727272728,0.8409090909090909,0.06697208333333332,1.0,0.8409090909090909,0.9363636363636364,0.9177489177489178,0.5645021645021646,0.1549586776859504,0.08884297520661157,0.6878335301062575,3.4,4
nzvz,11,97209577.911,2.3636363636363638,2.3636363636363638,0.0,0.8181818181818182,1.0,27002.660530833335,1.0,1.0,1.0,0.0,0.2523809523809524,0.4476584022038568,0.6329201101928374,0.5270602125147579,2.6,3
t.y10tygr,13,1106998.0,2.3846153846153846,2.076923076923077,0.0,0.46153846153846156,0.9230769230769231,307.49944444444446,1.0,0.9230769230769231,0.9692307692307692,0.18614718614718617,0.26103896103896107,0.39335664335664333,0.42744755244755245,0.5234648684648685,2.6,3
t.y40ygh,12,489354.0,2.6666666666666665,4.833333333333333,0.08333333333333333,0.5,1.0,135.93166666666667,0.8333333333333334,1.0,0.9,0.5108225108225108,0.20303030303030306,0.9154040404040403,0.7077020202020201,0.6248520923520924,3.1,4
t.y8114ygh,16,273384.0,2.5,2.5,0.1875,0.375,0.9375,75.94,0.625,0.9375,0.75,0.6147186147186148,0.2506493506493507,0.4734848484848485,0.42424242424242425,0.5511580086580087,2.8,3
t.y8zv0ygo,16,971472.5,2.5625,1.9375,0.0,0.5,1.0,269.8534722222222,1.0,1.0,1.0,0.22077922077922074,0.24025974025974028,0.36695075757575757,0.4334753787878788,0.539941829004329,2.7,3
t.yt_9ygh,18,41406.5,2.888888888888889,1.8888888888888888,0.05555555555555555,0.3333333333333333,0.9444444444444444,11.501805555555556,0.8888888888888888,0.9444444444444444,0.9111111111111111,0.748917748917749,0.2043290043290043,0.3577441077441077,0.3455387205387205,0.6160918710918711,3.1,4
t.yzt_0ygh,22,2020409.5,2.909090909090909,2.1363636363636362,0.09090909090909091,0.6363636363636364,0.9545454545454546,561.2248611111111,0.8181818181818181,0.9545454545454546,0.8727272727272727,0.08658008658008653,0.21774891774891778,0.4046143250688705,0.5204889807162534,0.4747471467926013,2.4,3
u6yx0uygo,10,4586422.5,5.5,9.3,0.1,0.8,0.9,1274.00625,0.8,0.9,0.8400000000000001,0.030303030303030276,0.010822510822510808,0.23863636363636354,0.5193181818181818,0.4076038961038961,2.0,3
w.nzwwz2ycz6dn28n,14,319.0,1.2857142857142858,1.5,0.0,0.07142857142857142,0.9285714285714286,0.08861111111111111,1.0,0.9285714285714286,0.9714285714285714,0.8484848484848485,0.412987012987013,0.28409090909090906,0.17775974025974023,0.6702705627705628,3.4,4
wzcdd4aa,186,376.4515,1.1290322580645162,0.9247311827956989,0.0,0.03225806451612903,0.956989247311828,0.10456986111111112,1.0,0.956989247311828,0.9827956989247312,0.8398268398268398,0.7445887445887446,0.17513848159009449,0.10369827305311176,0.723592608108737,3.6,4
x8azvjn2,144,317.48400000000004,1.1597222222222223,1.1527777777777777,0.006944444444444444,0.013888888888888888,0.8888888888888888,0.08819,0.9861111111111112,0.8888888888888888,0.9472222222222222,0.8528138528138528,0.7047619047619047,0.21832912457912457,0.11610900673400673,0.7089054232804232,3.5,4
z2w_x,43,25915323.0,1.2093023255813953,0.9534883720930233,0.0,0.5813953488372093,0.9767441860465116,7198.700833333333,1.0,0.9767441860465116,0.9906976744186047,0.012987012987012991,0.5385281385281386,0.180584918957012,0.38099013389711067,0.5338945937783147,2.7,3
